image_id,target,freq,entropy,surprisal,prob_target,response,acc
39605.jpg,suggests,7.886791049234691e-05,3.0530502796173096,6.939342136864795,0.0009689067956060171,climate,0
46646.jpg,mustache,6.559564076547947e-06,0.4654516577720642,0.0859821769545901,0.9176105856895447,mustache,1
19610.jpg,belly,3.215973049202495e-05,2.962308168411255,1.65510268624671,0.19107243418693542,hello,0
51291.jpg,proudly,1.3093604557467304e-05,0.43994104862213135,0.07049130056530777,0.9319358468055725,proudly,1
28554.jpg,clinic,4.13482249183178e-05,1.1407585144042969,0.2551144958212121,0.774827778339386,clinic,1
14026.jpg,hundreds,0.0001038810342083,0.9087376594543457,0.16341196729751148,0.8492412567138672,hundreds,1
25613.jpg,registered,8.448310153063698e-05,0.9004753828048706,0.1432458906001042,0.8665409684181213,registered,1
14232.jpg,attractive,8.652498918092428e-05,0.397775262594223,0.05264435852891929,0.9487173557281494,attractive,1
24229.jpg,locate,2.223105179250296e-05,0.5675118565559387,0.0703587886097791,0.9320593476295471,locate,1
2217.jpg,second,0.0010898575333408,0.8718536496162415,0.098966508037334,0.9057730436325073,second,1
5232.jpg,interested,0.0002274152370507,0.8183783888816833,0.13048088636128846,0.8776732683181763,interested,1
30453.jpg,Almighty,1.3399887705010396e-05,1.1540980339050293,0.21573884140642924,0.8059457540512085,Almighty,1
51137.jpg,erased,7.88679104923469e-06,1.0079237222671509,0.1672886022514167,0.8459554314613342,erased,1
30257.jpg,react,3.7009213661457285e-05,0.6411508321762085,0.09815762779501852,0.9065060019493103,react,1
35595.jpg,scenario,3.956157322431641e-05,0.9480298757553101,0.2955451946706343,0.7441257834434509,scenario,1
22164.jpg,shave,1.7253950644927672e-05,0.9207854866981506,0.14307882684425927,0.8666857481002808,shave,1
44594.jpg,ketchup,7.350795541034275e-06,1.1538515090942383,0.21005331139539435,0.810541033744812,ketchup,1
4996.jpg,fair,0.0002493655292913,1.8328660726547241,0.25744021904253817,0.7730278372764587,fair,1
3262.jpg,needs,0.000597252137709,0.39499470591545105,0.050747351959982326,0.950518786907196,needs,1
6838.jpg,ridiculous,7.350795541034274e-05,0.45551198720932007,0.05269053711433418,0.9486735463142395,ridiculous,1
46049.jpg,scars,1.467606748643996e-05,4.387169361114502,3.1772319519102212,0.041700925678014755,carcass,0
5741.jpg,service,0.0007886791049234,0.8699572086334229,0.10885955506467591,0.8968563675880432,service,1
33418.jpg,auto,7.708125879834552e-05,1.4582957029342651,0.23307717363491948,0.7920924425125122,auto,1
22423.jpg,task,0.0001140904724598,3.493429183959961,1.289622524936551,0.27537471055984497,task,1
11094.jpg,victim,9.265065213178618e-05,0.9546213150024414,0.2289532062384047,0.7953657507896423,victim,1
18642.jpg,mass,0.0001891298436078,1.0607426166534424,0.14240102284954365,0.8672733902931213,mass,1
48175.jpg,Jen,9.698966338864668e-06,4.2906293869018555,7.607224263219732,0.0004968490684404969,lean,0
38163.jpg,conviction,3.52225619674559e-05,0.3504948318004608,0.042688016249816996,0.958210289478302,conviction,1
39850.jpg,shifts,2.603406754116306e-05,0.6800236701965332,0.08085295368151234,0.922329306602478,shifts,1
52640.jpg,spelled,1.574805850284079e-05,3.3873696327209473,0.8525462679325277,0.42632800340652466,spelled,1
36289.jpg,Memorial,6.559564076547947e-05,0.3806353509426117,0.07494718162218131,0.927792489528656,Memorial,1
10922.jpg,singing,9.928678699521989e-05,2.6774888038635254,0.6012325076298922,0.5481356382369995,singing,1
52193.jpg,policemen,8.856687683121158e-06,1.458923578262329,0.2745501134897335,0.7599139213562012,policemen,1
4478.jpg,black,0.0007350795541034,0.5643119215965271,0.07655533264113415,0.9263016581535339,black,1
5660.jpg,holding,0.0001980631020778,1.206034541130066,0.15502501505094415,0.8563937544822693,holding,1
9788.jpg,sea,0.0002935213497287,5.388891220092773,4.266740134005911,0.014027436263859272,dog,0
32835.jpg,novel,0.000108985753334,0.8729676008224487,0.11510588118397518,0.8912717700004578,novel,1
10776.jpg,river,0.0002731024732259,0.5208707451820374,0.07656775167091016,0.9262901544570923,river,1
30857.jpg,verdict,2.7310247322592617e-05,0.6694581508636475,0.1366047620616025,0.8723149299621582,verdict,1
27772.jpg,branch,9.698966338864668e-05,0.13908521831035614,0.01707693543848289,0.98306804895401,branch,1
32596.jpg,Tokyo,4.74738878691797e-05,0.6158701777458191,0.07311329868631834,0.9294955134391785,Tokyo,1
21188.jpg,frame,9.698966338864668e-05,0.45793572068214417,0.04907921992384077,0.952105700969696,frame,1
46287.jpg,dancers,2.026573492910144e-05,1.027543544769287,0.1586483832508953,0.8532963395118713,dancers,1
50595.jpg,runner,3.854062939917276e-05,1.2798370122909546,0.19524963794762284,0.8226292729377747,runner,1
23993.jpg,accent,3.52225619674559e-05,7.093997955322266,11.053653961357437,1.582920413056854e-05,university,0
17642.jpg,messed,2.603406754116306e-05,3.047988176345825,0.8180648619784842,0.44128477573394775,mossed,0
36607.jpg,Monsieur,6.253280929004852e-06,2.280470132827759,0.3570642550707597,0.6997275352478027,Monsieur,1
30926.jpg,Ace,3.292543836088269e-05,2.398017406463623,0.6097986026763623,0.5434603095054626,Ace,1
48483.jpg,sympathetic,1.6488242776069937e-05,0.27446451783180237,0.04556367660840405,0.9554587602615356,sympathetic,1
17375.jpg,continues,0.0001574805850284,0.8314632177352905,0.15503357583580532,0.8563864231109619,continues,1
41073.jpg,volunteered,1.0898575333408456e-05,0.7667231559753418,0.1856099337343522,0.8305975198745728,volunteered,1
33687.jpg,passenger,6.125662950861896e-05,1.5882736444473267,0.33168717449707164,0.7177118062973022,passenger,1
43469.jpg,rational,2.935213497287992e-05,0.6686792373657227,0.12135452355013379,0.885719895362854,rational,1
32933.jpg,prep,2.223105179250296e-05,1.301207423210144,11.171581374714524,1.4068372365727555e-05,pronounce,0
52876.jpg,slaughtered,8.652498918092429e-06,1.5942283868789673,0.4780613658941976,0.6199841499328613,slaughtered,1
50465.jpg,condoms,9.494777573835938e-06,0.7813308238983154,0.12705780139041792,0.8806827664375305,condoms,1
6644.jpg,murder,0.000184790832351,0.4844101071357727,0.07755198356863115,0.9253789186477661,murder,1
29179.jpg,thunder,3.52225619674559e-05,0.7764606475830078,0.21830693540778973,0.803878664970398,thunder,1
14334.jpg,dollar,9.928678699521989e-05,1.593464732170105,0.25100362984629065,0.7780195474624634,dollar,1
49053.jpg,conservative,0.0001038810342083,7.369286060333252,9.002357684392587,0.00012311918544583023,sailor,0
14282.jpg,busted,1.5033397825240235e-05,1.7243080139160156,0.37751310099560065,0.6855642199516296,busted,1
25525.jpg,closely,8.652498918092428e-05,0.6644105911254883,2.5145419333758565,0.08089996129274368,close,0
4594.jpg,fault,0.0001115381128969,0.6808857321739197,0.06959756884433851,0.9327691197395325,fault,1
10698.jpg,witness,8.448310153063698e-05,0.32735228538513184,0.053842801852926205,0.9475810527801514,witness,1
46067.jpg,stoned,7.708125879834552e-06,3.2108092308044434,2.69279987087232,0.0676911473274231,stone,0
35618.jpg,bully,1.8912984360786104e-05,0.9892211556434631,0.24749229678272272,0.7807562351226807,bully,1
19212.jpg,bout,2.858642710402218e-05,0.9231672286987305,2.4478428911535923,0.08647993206977844,about,0
28302.jpg,dug,1.8479083235100053e-05,1.0873990058898926,4.403446377701352,0.012235100381076336,dog,0
45406.jpg,bummer,4.032728109317414e-06,2.6982240676879883,3.1949349763321253,0.04096918925642967,Hummer,0
46754.jpg,bands,5.972521377090348e-05,0.6559075713157654,4.3488320551831485,0.012921895831823349,hands,0
55036.jpg,pots,1.467606748643996e-05,1.2647027969360352,8.625124679475299,0.00017953781934920698,note,0
37228.jpg,divide,3.369114622974043e-05,0.4142012298107147,0.05757935328850971,0.9440469741821289,divide,1
