image_id,target,freq,entropy,surprisal,prob_target,response,acc
0.jpg,Year,0.0012620344886189,2.0550856590270996,6.78240039827033,0.0011335506569594145,rearl,0
1.jpg,Old,0.0007777010774164,0.33503180742263794,0.10261211111622483,0.902476966381073,Old,1
2.jpg,Bottle,5.147772256208681e-05,0.030470702797174454,11.315972767073728,1.2176864402135834e-05,bottle,0
3.jpg,Message,0.0001383809746292,0.00016610573220532387,14.125011207754982,7.338132945733378e-07,message,0
4.jpg,Angela,1.4530002336072889e-05,2.1000359058380127,0.8468747966498127,0.4287527799606323,Angela,1
5.jpg,Erdmann,1.826628865106306e-07,5.478549003601074,4.938979914076816,0.0071619004011154175,William,0
6.jpg,never,0.0011250373237359,0.10536583513021469,0.01827542368510212,0.9818905591964722,nevers,0
7.jpg,knew,0.0002186419399142,0.8223178386688232,0.17472353236452942,0.8396891355514526,knew,1
8.jpg,her,0.0027676194925853,2.904078483581543,1.0912886379855273,0.3357835114002228,herher,0
9.jpg,grandfather,2.4078289585492212e-05,0.0025954924058169127,0.0002615197699438669,0.9997385144233704,grandfather,1
10.jpg,He,0.006780667756834,1.9324709177017212,3.7333153626522613,0.023913422599434853,hef,0
11.jpg,died,0.0002186419399142,0.4972100555896759,0.06815911176222281,0.9341118335723877,died,1
12.jpg,in,0.0257388612810434,0.8942293524742126,0.31165994506594547,0.7322304844856262,inn,0
13.jpg,six,0.000269842900527,0.41805797815322876,0.07547790957083306,0.927300214767456,sixs,0
14.jpg,years,0.0012620344886189,0.00113803765270859,0.00010657878417524989,0.9998934268951416,years,1
15.jpg,before,0.001177622094095,0.002806517295539379,0.00025376916948096224,0.9997462630271912,before,1
16.jpg,she,0.0025185337382526,0.18726275861263275,0.026111420897259076,0.9742265343666077,shes,0
17.jpg,was,0.0091469824229944,0.0011825417168438435,9.954471118526834e-05,0.9999004602432251,was,1
18.jpg,born,0.0001702085987939,1.699852705001831,2.490039661352428,0.08290667831897736,bomf,0
19.jpg,But,0.0059088676166696,0.2514961361885071,3.055943654219763,0.04707827419042587,but,0
20.jpg,on,0.0112503732373592,1.4944119453430176,2.392581809568714,0.09139341861009598,Unl,0
21.jpg,Tuesday,5.908867616669641e-05,0.0018759275553748012,0.00016416466599286232,0.9998358488082886,Tuesday,1
22.jpg,April,0.0002144905106753,0.002315419027581811,0.00017757800282618475,0.9998224377632141,April,1
23.jpg,described,0.0001383809746292,0.0008502053678967059,7.236265687122734e-05,0.9999276399612427,described,1
24.jpg,the,0.0743105833759156,1.7028471231460571,0.7583862618721826,0.46842172741889954,theft,0
25.jpg,extraordinary,3.1689243190101826e-05,0.00025687910965643823,1.8477610590366218e-05,0.9999815225601196,extraordinary,1
26.jpg,moment,0.0002407828958549,0.002935112686827779,0.0002716552611909434,0.9997283816337585,moment,1
